index,bacteria,chemical,concentration,model,t_min,t_max,t_range,y_min,y_max_data,y_mean,y_std,y_range,y_mean_adjusted,y_std_adjusted,auc_per_hour,y0,ymax,mu_max,h0,t_lag,r_squared,delta_y_max,delta_nu_max,delta_t_lag,delta_auc_per_hour,delta_sum,delta_y_max_norm,delta_nu_max_norm,delta_t_lag_norm,delta_auc_per_hour_norm,delta_sum_norm
93,Bacteroides sp. 3_1_19,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.0229,0.79887,0.32009,0.31131,0.77597,0.29719,0.31131,0.31966,0.02053,0.81318,0.25476,7.22454,28.35847,0.999,-0.010029999999999983,-0.0383,16.744,-0.26238999999999996,16.43328,0.5396323725097275,0.30521130088855475,-0.47920884545877623,-0.6150503318440242,-0.24941550390451822
94,Bacteroides sp. 3_1_19,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.0275,0.70307,0.23854,0.2578,0.67557,0.21104,0.2578,0.23788,0.02332,0.71899,0.26764,8.55484,31.96422,0.99934,-0.10582999999999998,-0.025419999999999998,20.34975,-0.34417,19.87433,-0.158392596859123,0.4029705942796813,-0.6044809100759961,-0.9065426982725775,-1.2664456109280153
96,Bacteroides sp. 3_1_19,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02887,0.74173,0.54023,0.25253,0.71286,0.51136,0.25253,0.54124,0.02368,0.71942,0.32348,3.55009,10.97456,0.99218,-0.06716999999999995,0.030420000000000003,-0.6399100000000004,-0.0408099999999999,-0.7174700000000003,0.06905612480720386,0.8265169260274591,1.1065877822753305,0.2788478946186334,2.2810087277286266
97,Bacteroides sp. 3_1_19,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.0289,0.77027,0.54123,0.26052,0.74137,0.51233,0.26052,0.54224,0.03572,0.73459,0.31337,3.72346,11.88194,0.98718,-0.03862999999999994,0.020309999999999995,0.26746999999999943,-0.0398099999999999,0.20933999999999958,0.2678837675840495,0.7621461267426696,0.6732130035148873,0.28874990115703403,1.9919927989986406
98,Bacteroides sp. 3_1_19,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.0248,0.69103,0.20497,0.22922,0.66623,0.18017,0.22922,0.20417,0.02728,0.72008,0.24342,8.40566,34.53219,0.99887,-0.11786999999999992,-0.04963999999999999,22.91772,-0.37788,22.372329999999998,-0.20820643265480876,0.23843505229081283,-0.702869716623254,-0.9639665714753229,-1.636607668462573
99,Bacteroides sp. 3_1_19,DETA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.02907,0.64593,0.15707,0.19555,0.61686,0.128,0.19555,0.15612,0.03304,0.65157,0.33051,12.44097,37.64212,0.9992,-0.16296999999999995,0.03745000000000004,26.027649999999998,-0.4259299999999999,25.476199999999995,-0.3664758374117928,0.873395479027067,-0.7470633182912935,-1.0748360349513344,-1.3149797116273536
100,Bacteroides sp. 3_1_19,Spermine NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.0297,0.8074,0.55795,0.28833,0.7777,0.52825,0.28833,0.55878,0.02329,0.79586,0.2622,3.38696,12.9177,0.99666,-0.0014999999999999458,-0.03086,1.3032299999999992,-0.023269999999999902,1.2475999999999994,0.6214217756230208,0.3574324492867306,0.3660265082016627,0.5092194604200376,1.8541001935314516
101,Bacteroides sp. 3_1_19,Spermine NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.0255,0.8396,0.53398,0.32249,0.8141,0.50848,0.32249,0.5347,0.01922,0.81625,0.31214,4.86847,15.59722,0.99719,0.03070000000000006,0.019079999999999986,3.9827499999999993,-0.04735,3.9851799999999997,0.884646748674031,0.7528713789137274,0.10564491201982282,0.1983865832702536,1.9415496228778348
102,Bacteroides sp. 3_1_19,Spermine NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02123,0.8051,0.29193,0.30722,0.78387,0.2707,0.30722,0.2913,0.01968,0.81301,0.27345,8.24486,30.15126,0.9995,-0.0037999999999999146,-0.01960999999999996,18.53679,-0.29074999999999995,18.222630000000002,0.6045143319304396,0.4427974258989063,-0.5346667062360505,-0.7379829462676221,-0.22533789467432674
103,Bacteroides sp. 3_1_19,Spermine NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.02867,0.6618,0.15414,0.19087,0.63313,0.12547,0.19087,0.15314,0.02848,0.74801,0.24708,9.58425,38.78978,0.99967,-0.1470999999999999,-0.04597999999999999,27.17531,-0.42890999999999996,26.553320000000003,-0.3090081245327085,0.26800101545300026,-0.7680850258922662,-1.0852466932179552,-1.8943388281899296
104,Bacteroides sp. 9_1_42FAA,DEA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.03013,1.16873,0.89213,0.41103,1.1386,0.862,0.41103,0.89385,0.02249,1.13598,0.59251,5.61673,9.47948,0.99712,-0.014170000000000016,0.10830000000000001,0.5737300000000012,-0.01207999999999998,0.6557800000000013,0.49110896608057764,1.193483534379407,0.5480636159448633,0.6673986126315947,2.9000547290364427
105,Bacteroides sp. 9_1_42FAA,DEA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.03117,1.15677,0.88498,0.4051,1.1256,0.85381,0.4051,0.88677,0.02596,1.121,0.64054,6.02412,9.40472,0.99706,-0.026129999999999987,0.15633000000000002,0.4989699999999999,-0.019160000000000066,0.6100099999999999,0.38093659750199893,1.36401914229553,0.5790447936280194,0.5583621764499231,2.882362709875471
106,Bacteroides sp. 9_1_42FAA,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.0215,1.11617,0.69545,0.47645,1.09467,0.67395,0.47645,0.6962,0.01256,1.08926,0.57144,9.47444,16.57988,0.99666,-0.06672999999999996,0.08722999999999997,7.67413,-0.20972999999999997,7.4849,0.07394862117073303,1.1163569298561025,-0.051469761991631044,-0.44827588276494046,0.6905599062702639
107,Bacteroides sp. 9_1_42FAA,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03047,1.1572,0.70472,0.48009,1.12673,0.67425,0.48009,0.70553,0.01731,1.10109,0.57489,9.53042,16.57794,0.99556,-0.025700000000000056,0.09068000000000004,7.672190000000002,-0.20040000000000002,7.536770000000002,0.3887649153122893,1.1283574351751566,-0.05141416214851157,-0.4328036316289409,1.0329045567099933
109,Bacteroides sp. 9_1_42FAA,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.031,1.18757,0.92619,0.4003,1.15657,0.89519,0.4003,0.92808,0.01012,1.15146,0.57518,4.80941,8.3615,0.99596,0.004669999999999952,0.09097000000000005,-0.5442499999999999,0.022150000000000003,-0.4264599999999999,0.6927148969290061,1.130960385353813,1.0758665693132483,1.0375071558310074,3.937049007427075
110,Bacteroides sp. 9_1_42FAA,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.03203,1.15853,0.88138,0.39626,1.1265,0.84935,0.39626,0.8832,0.01204,1.11375,0.54606,4.91406,8.99915,0.99408,-0.024370000000000003,0.061850000000000016,0.09340000000000082,-0.022730000000000028,0.1081500000000008,0.3963764141414881,1.0020028559823697,0.7491773299507758,0.5167141280710063,2.6642707281456395
111,Bacteroides sp. 9_1_42FAA,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02477,1.0689,0.65969,0.45772,1.04413,0.63492,0.45772,0.66042,0.01657,1.03833,0.63359,10.73836,16.94845,0.99702,-0.1140000000000001,0.14938,8.042700000000002,-0.24551,7.832570000000001,-0.19570017830120467,1.3388409935007632,-0.05916676925083737,-0.5544310154722465,0.5295430304764748
112,Bacteroides sp. 9_1_42FAA,DETA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.0267,0.8091,0.40872,0.3441,0.7824,0.38202,0.3441,0.40873,0.02628,0.80112,0.39535,9.22306,23.3289,0.9996,-0.3738,-0.08886,14.423150000000001,-0.49720000000000003,13.463290000000002,-0.7386156753982027,0.07371424521197424,-0.36251568291555314,-1.292156146515275,-2.319573259617057
113,Bacteroides sp. 9_1_42FAA,Spermine NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.03523,1.23677,0.94268,0.42759,1.20154,0.90745,0.42759,0.94454,0.02478,1.19318,0.59595,5.49168,9.21498,0.99634,0.05386999999999986,0.11174,0.3092300000000012,0.03861000000000003,0.5134500000000011,1.0799743233315584,1.2057610518744273,0.658181362074628,1.1737527738107292,4.117669511091343
114,Bacteroides sp. 9_1_42FAA,Spermine NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.05703,1.159,0.78611,0.46024,1.10197,0.72908,0.46024,0.78722,0.05339,1.13022,0.60012,8.63858,14.39487,0.99844,-0.023900000000000032,0.11591000000000001,5.48912,-0.11870999999999998,5.46242,0.403355543056156,1.240690475013579,0.018702273417416804,-0.2237259972591367,1.4390222942280149
115,Bacteroides sp. 9_1_42FAA,Spermine NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02433,1.1507,0.70575,0.49588,1.12637,0.68142,0.49588,0.70654,0.02169,1.12048,0.66213,11.42647,17.25707,0.99757,-0.032200000000000006,0.17792000000000002,8.35132,-0.19939000000000007,8.29765,0.3278331631112899,1.4391157773247196,-0.06870949633003456,-0.4283503843237513,1.2698890597822237
116,Bacteroides sp. 9_1_42FAA,Spermine NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03277,1.1174,0.61476,0.48843,1.08463,0.58199,0.48843,0.61505,0.02391,1.09166,0.5477,11.2007,20.45049,0.99752,-0.06550000000000011,0.06348999999999999,11.54474,-0.29088,11.25185,0.08929857606176346,1.010189403170245,-0.26563054364014277,-0.7384574180394498,0.095400017552416
130,Bacteroides sp. D2,DEA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.03117,0.97323,0.50088,0.36356,0.94206,0.46971,0.36356,0.50087,0.00035,0.88583,0.25726,4.89595,19.03133,0.98552,0.06525999999999998,-0.03228000000000003,1.6976900000000015,-0.01036999999999999,1.7203000000000015,1.1787839325131046,0.3510556050746461,0.30621310668571927,0.6974749731372122,2.533527617410682
131,Bacteroides sp. D2,DEA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.02747,1.0632,0.58265,0.40392,1.03573,0.55518,0.40392,0.58285,0.0,1.00199,0.23661,4.1719,17.63162,0.98826,0.15522999999999987,-0.05293000000000003,0.2979800000000026,0.07160999999999995,0.47189000000000236,1.7618868806854437,0.21709726127342485,0.6618749650493221,1.497930109368046,4.138789216376237
132,Bacteroides sp. D2,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02327,0.97863,0.40023,0.39629,0.95536,0.37696,0.39629,0.3997,0.0184,0.91404,0.42231,11.18883,26.49466,0.99588,0.07065999999999995,0.13277,9.16102,-0.11154000000000003,9.25291,1.215318104546123,1.2908337042963205,-0.09920566437966444,-0.18716716762924884,2.2197789768335303
133,Bacteroides sp. D2,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03093,0.99133,0.4129,0.39959,0.9604,0.38197,0.39959,0.41238,0.02509,0.92261,0.43624,11.45047,26.24821,0.99568,0.08335999999999999,0.1467,8.914570000000001,-0.09886,9.045770000000001,1.3198937317328283,1.332898474610079,-0.09106406348695778,-0.12197918169715435,2.439748961158795
135,Bacteroides sp. D2,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02453,0.9645,0.59488,0.37535,0.93997,0.57035,0.37535,0.59539,0.00078,0.90834,0.36677,5.5979,15.26265,0.99183,0.05652999999999997,0.07722999999999997,-2.0709899999999983,0.08414999999999995,-1.8530799999999985,1.1027683668000883,1.0793112051879297,1.2924239485236377,1.621186191332181,5.0956897118438365
136,Bacteroides sp. D2,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.04413,0.94977,0.46201,0.36774,0.90564,0.41788,0.36774,0.46177,0.02589,0.88818,0.29932,6.66389,22.26325,0.99205,0.04179999999999995,0.009779999999999955,4.92961,-0.049470000000000014,4.931719999999999,0.958264417985368,0.7050459588157063,0.055917178224331815,0.18208191960618006,1.9013094746315862
137,Bacteroides sp. D2,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02297,1.05743,0.46979,0.43571,1.03446,0.44682,0.43571,0.46941,0.01532,0.9796,0.45474,11.06106,24.32395,0.99443,0.14946000000000004,0.16519999999999996,6.990310000000001,-0.041830000000000034,7.263140000000001,1.7333174758102197,1.3973578376307831,-0.013791515546153918,0.2622952027087948,3.379179000603644
138,Bacteroides sp. D2,DETA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03123,0.91557,0.32873,0.36275,0.88434,0.2975,0.36275,0.32794,0.03079,0.86617,0.50691,15.25469,30.09323,0.99798,0.00759999999999994,0.21736999999999995,12.75959,-0.18330000000000002,12.80126,0.7321603855962316,1.5586369439500771,-0.30702966816527344,-0.390075388275495,1.5936922731055405
139,Bacteroides sp. D2,Spermine NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02953,1.0706,0.56861,0.40129,1.04107,0.53908,0.40129,0.56872,0.0,1.01013,0.21584,3.93841,18.2473,0.98803,0.16262999999999994,-0.07370000000000002,0.9136600000000001,0.057479999999999976,1.06007,1.7986472931492528,0.12505916272206544,0.4513947870275971,1.3689185550326777,3.7440197979315926
140,Bacteroides sp. D2,Spermine NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.02907,1.0474,0.47053,0.40889,1.01833,0.44146,0.40889,0.47016,0.00957,0.97959,0.28591,6.71467,23.48565,0.9928,0.13943000000000005,-0.003630000000000022,6.152010000000001,-0.041080000000000005,6.24673,1.6847528003121717,0.5274616819346929,0.004852030635677406,0.2737770596150841,2.4908435724976257
141,Bacteroides sp. D2,Spermine NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.0318,1.05907,0.44174,0.42044,1.02727,0.40994,0.42044,0.4412,0.02277,0.98021,0.38512,9.92371,25.76778,0.99386,0.1510999999999999,0.09558,8.43414,-0.07004000000000005,8.610779999999998,1.7392206964966317,1.1522817727912513,-0.07670273686224384,0.024834023664181644,2.839633756089821
142,Bacteroides sp. D2,Spermine NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03513,0.99393,0.30234,0.36133,0.9588,0.26721,0.36133,0.30122,0.03239,0.92001,0.44834,14.55488,32.46413,0.99548,0.08595999999999993,0.1588,15.130489999999998,-0.21002000000000004,15.165229999999998,1.3385775231608545,1.371880201205646,-0.40497269842918837,-0.4491810029047542,1.8563040230325576
195,Bacteroides stercoris ATCC 43183 DSMZ 19555,DEA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.045,0.479,0.39282,0.11199,0.434,0.34782,0.11199,0.3937,0.06534,0.44009,0.81366,4.62279,5.68149,0.95746,-0.125,0.29014000000000006,-3.0846999999999998,-0.08479999999999999,-3.0043599999999997,-0.23284204090033114,1.7025422196778823,1.3593112316776075,-0.0723245962260276,2.756686814229131
196,Bacteroides stercoris ATCC 43183 DSMZ 19555,DEA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.03,1.01167,0.59517,0.42513,0.98167,0.56517,0.42513,0.5957,0.04399,0.97587,0.61561,11.59159,18.8293,0.99728,0.4076700000000001,0.09209,10.06311,0.11720000000000003,10.68007,2.2567398510957637,1.1451289503022173,-0.1744003192628351,1.8519385174091805,5.079406999544327
197,Bacteroides stercoris ATCC 43183 DSMZ 19555,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.03333,0.04767,0.03863,0.00347,0.01434,0.0053,0.00347,0.0386,0.04454,0.03741,0.0,6.00168,48.0,0.48276,-0.55633,-0.52352,39.23381,-0.43989999999999996,37.714059999999996,-1.0957346600584241,-1.1400769252954,-1.3494976421228684,-1.1293437616968345,-4.714652989173526
198,Bacteroides stercoris ATCC 43183 DSMZ 19555,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.04,0.05233,0.04307,0.00245,0.01233,0.00307,0.00245,0.04304,0.04854,0.04228,0.0,11.35937,48.0,0.65456,-0.55167,-0.52352,39.23381,-0.43545999999999996,37.72316,-1.087883198062125,-1.1400769252954,-1.3494976421228684,-1.1148841874931126,-4.692341952973506
200,Bacteroides stercoris ATCC 43183 DSMZ 19555,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02633,1.25233,1.0362,0.3671,1.226,1.00987,0.3671,1.03846,0.05517,1.20838,0.7894,4.98928,6.32035,0.99432,0.64833,0.26588,-2.4458399999999996,0.55996,-0.9716699999999996,2.5374914811559024,1.6554764085590468,1.3237415343770909,3.033271626036944,8.549981050128984
201,Bacteroides stercoris ATCC 43183 DSMZ 19555,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.049,0.859,0.62247,0.29468,0.81,0.57347,0.29468,0.62353,0.05742,0.80526,0.68318,7.59513,11.11729,0.99303,0.255,0.15966000000000002,2.3511000000000006,0.14503000000000005,2.910790000000001,2.047076910945754,1.3779687793931321,0.21640682397291108,2.016514204252606,5.657966718564403
202,Bacteroides stercoris ATCC 43183 DSMZ 19555,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02333,0.06233,0.03013,0.01157,0.039,0.0068,0.01157,0.03008,0.0604,0.02511,0.0,8.2886,48.0,0.97805,-0.54167,-0.52352,39.23381,-0.44842,37.7202,-1.0761093082751396,-1.1400769252954,-1.3494976421228684,-1.1570262648257268,-4.722710140519134
203,Bacteroides stercoris ATCC 43183 DSMZ 19555,DETA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03833,0.074,0.04611,0.00915,0.03567,0.00778,0.00915,0.04605,0.07009,0.042,0.0,5.74323,48.0,0.94418,-0.53,-0.52352,39.23381,-0.43245,37.74784,-1.0663526005042285,-1.1400769252954,-1.3494976421228684,-1.1026547304888392,-4.658581898411336
204,Bacteroides stercoris ATCC 43183 DSMZ 19555,Spermine NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.04933,0.93667,0.72354,0.29639,0.88734,0.67421,0.29639,0.72496,0.04109,0.88494,0.63754,5.3637,8.41318,0.99171,0.33267,0.11402000000000001,-0.3530099999999994,0.24646000000000007,0.3401400000000007,2.143306845800407,1.221778409653647,1.0272750043299932,2.3048814151363155,6.697241674920362
205,Bacteroides stercoris ATCC 43183 DSMZ 19555,Spermine NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.021,0.064,0.02796,0.01152,0.043,0.00696,0.01152,0.02791,0.05921,0.02332,0.0,10.06412,48.0,0.97004,-0.54,-0.52352,39.23381,-0.45059,37.7197,-1.0748226422388591,-1.1400769252954,-1.3494976421228684,-1.162443690790448,-4.726840900447575
206,Bacteroides stercoris ATCC 43183 DSMZ 19555,Spermine NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.026,0.055,0.03376,0.00675,0.029,0.00776,0.00675,0.0337,0.0495,0.0307,0.0,6.32097,48.0,0.86458,-0.5489999999999999,-0.52352,39.23381,-0.4448,37.71649,-1.0837079968713073,-1.1400769252954,-1.3494976421228684,-1.1498397070666124,-4.723122271356188
207,Bacteroides stercoris ATCC 43183 DSMZ 19555,Spermine NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.033,0.05133,0.03742,0.00439,0.01833,0.00442,0.00439,0.03738,0.04872,0.0351,0.0,3.51351,48.0,0.94863,-0.55267,-0.52352,39.23381,-0.44111999999999996,37.7165,-1.0920972614787803,-1.1400769252954,-1.3494976421228684,-1.1357664789672992,-4.717438307864348
143,Bacteroides thetaiotaomicron VPI-5482,DEA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.0237,1.06263,0.8162,0.36135,1.03893,0.7925,0.36135,0.81762,0.01924,1.01687,0.69328,6.13407,8.84795,0.99557,0.027430000000000065,-0.07092999999999994,0.4317200000000003,-0.0027800000000000047,0.38544000000000045,0.8632434723005642,0.13724968707059654,0.6103322565428702,0.8126540791496972,2.423479495063728
144,Bacteroides thetaiotaomicron VPI-5482,DEA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.02353,1.01683,0.78088,0.34386,0.9933,0.75735,0.34386,0.78222,0.0255,0.97193,0.70169,6.26526,8.92886,0.99557,-0.018369999999999997,-0.06251999999999991,0.5126299999999997,-0.03817999999999999,0.3935599999999998,0.44430973814744934,0.16579123777811489,0.572360457029465,0.3056017115862934,1.4880631445413226
145,Bacteroides thetaiotaomicron VPI-5482,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02177,1.0256,0.6192,0.43668,1.00383,0.59743,0.43668,0.61969,0.0258,0.98994,0.6604,11.68805,17.69838,0.99876,-0.009599999999999831,-0.10380999999999996,9.28215,-0.20071000000000006,8.968029999999999,0.5469849111472282,0.013410991831960945,-0.10664118956778228,-0.433948209180648,0.01980650423075886
146,Bacteroides thetaiotaomicron VPI-5482,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.02373,0.9251,0.5368,0.40711,0.90137,0.51307,0.40711,0.53711,0.02568,0.90457,0.72309,14.06925,19.45711,0.99912,-0.11009999999999986,-0.041119999999999934,11.04088,-0.28329000000000004,10.606369999999998,-0.18050192870794513,0.2916606246817397,-0.2494781192910679,-0.7168407306700448,-0.8551601539873182
148,Bacteroides thetaiotaomicron VPI-5482,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02393,1.0533,0.82018,0.34587,1.02937,0.79625,0.34587,0.82176,0.03418,1.00399,0.77917,6.53696,8.38965,0.997,0.018100000000000005,0.014960000000000084,-0.026580000000000936,0.0013600000000000279,0.007839999999999181,0.789415243446962,0.7216574214039981,0.8698335788757608,0.8585234404791763,3.239429684205897
149,Bacteroides thetaiotaomicron VPI-5482,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.04007,0.98493,0.78057,0.3344,0.94486,0.7405,0.3344,0.78198,0.04727,0.96528,0.73739,6.60135,8.9523,0.99808,-0.050269999999999926,-0.026819999999999955,0.5360699999999987,-0.03842000000000001,0.4205599999999988,0.16935163257039393,0.392323813518885,0.5647563942727363,0.3025157282055824,1.4289475685675976
150,Bacteroides thetaiotaomicron VPI-5482,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02947,0.99543,0.59258,0.42964,0.96596,0.56311,0.42964,0.59301,0.03714,0.98338,0.57733,10.95927,18.98259,0.99966,-0.03976999999999986,-0.18687999999999994,10.566359999999998,-0.22738999999999998,10.112319999999999,0.2535817637859382,-0.3255745484945745,-0.23061856305110875,-0.5050513081975356,-0.8076626559572807
151,Bacteroides thetaiotaomicron VPI-5482,DETA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.03257,0.86337,0.35009,0.35834,0.8308,0.31752,0.35834,0.34975,0.03737,0.82969,0.59842,17.00678,28.41926,0.99722,-0.17182999999999993,-0.16579,20.003030000000003,-0.47065,19.194760000000002,-0.37626851462875416,-0.24862902556896918,-0.5941639719610619,-1.2126487537072195,-2.4317102658660046
152,Bacteroides thetaiotaomicron VPI-5482,Spermine NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.03207,1.11597,0.8564,0.38342,1.0839,0.82433,0.38342,0.85787,0.03467,1.0737,0.70373,6.48742,9.21855,0.99635,0.08077000000000001,-0.06047999999999998,0.8023199999999999,0.03747,0.86008,1.2965789447215261,0.17323247947762382,0.4778464722472173,1.1603581204977953,3.1080160169441626
153,Bacteroides thetaiotaomicron VPI-5482,Spermine NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.03097,1.10553,0.7971,0.41015,1.07456,0.76613,0.41015,0.79829,0.03143,1.05829,0.68511,7.80686,11.39503,0.99677,0.07033,-0.07909999999999995,2.9787999999999997,-0.022109999999999963,2.9479199999999994,1.21040680864157,0.1112873893796102,0.15746268354204604,0.5297654016168039,2.00892228318003
154,Bacteroides thetaiotaomicron VPI-5482,Spermine NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02613,1.08013,0.64385,0.45818,1.054,0.61772,0.45818,0.64432,0.02696,1.03932,0.62725,11.23799,17.91638,0.99853,0.044930000000000136,-0.13695999999999997,9.50015,-0.17608000000000001,9.23204,0.986199246212712,-0.12661674466362927,-0.12157217632673506,-0.35529398057808226,0.3827163446442655
155,Bacteroides thetaiotaomicron VPI-5482,Spermine NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.0248,1.02413,0.44869,0.43574,0.99933,0.42389,0.43574,0.44826,0.02597,0.97525,0.57362,14.80601,25.81172,0.99869,-0.011069999999999913,-0.19058999999999993,17.395490000000002,-0.37214,16.82169,0.5278868224959341,-0.33236103533389605,-0.5079783470672737,-0.9543077944221239,-1.2667603543273596
169,Bacteroides uniformis ATCC 8492,DEA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.02133,0.5463,0.34398,0.20954,0.52497,0.32265,0.20954,0.34432,0.03034,0.54545,0.27873,4.93879,17.71871,0.99893,0.10257,-0.03485000000000005,0.03781000000000034,0.05948999999999999,0.16502000000000028,1.4825357954873035,0.3276129790345811,0.7743234149240317,1.3976882438377651,3.9821604332836817
170,Bacteroides uniformis ATCC 8492,DEA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.02133,0.4865,0.30315,0.18425,0.46517,0.28182,0.18425,0.30345,0.03383,0.48387,0.27858,5.11207,18.35062,0.99814,0.042769999999999975,-0.03500000000000003,0.6697199999999981,0.01861999999999997,0.696109999999998,0.9729241143080538,0.3255082051370229,0.5116296947451875,0.9954375755529734,2.8054995897432375
171,Bacteroides uniformis ATCC 8492,DEA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.02033,0.46153,0.19753,0.17679,0.4412,0.1772,0.17679,0.1973,0.01928,0.46583,0.24665,6.89935,27.97169,0.99987,0.017799999999999983,-0.06693000000000002,10.290789999999998,-0.08753000000000002,10.154129999999999,0.787237251068094,0.1467850133542177,-0.21339232834343594,-0.09042540387285804,0.6302045322060177
172,Bacteroides uniformis ATCC 8492,DEA NONOate,500,fit_baranyi_model,0.0,48.0,48.0,0.01783,0.31503,0.09407,0.09931,0.2972,0.07624,0.09931,0.09368,0.01768,0.34165,0.22061,8.02766,36.3889,0.9998,-0.12870000000000004,-0.09297000000000002,18.708,-0.19115000000000004,18.29518,-0.24759805123147346,0.05667826809650509,-0.541441774044061,-0.41505669207169354,-1.147418249250723
174,Bacteroides uniformis ATCC 8492,DETA NONOate,1,fit_baranyi_model,0.0,48.0,48.0,0.0194,0.368,0.23555,0.13477,0.3486,0.21615,0.13477,0.23581,0.03485,0.36296,0.29068,5.22091,17.96111,0.99334,-0.07573000000000002,-0.02290000000000003,0.2802100000000003,-0.049020000000000036,0.1325600000000002,0.012424326120506047,0.4169586451087941,0.6674172470045602,0.1842713960865376,1.281071614320398
175,Bacteroides uniformis ATCC 8492,DETA NONOate,10,fit_baranyi_model,0.0,48.0,48.0,0.01647,0.33677,0.20497,0.12726,0.3203,0.1885,0.12726,0.20515,0.0294,0.33427,0.28924,5.71408,19.75526,0.99578,-0.10696,-0.02434000000000003,2.0743599999999986,-0.07968000000000003,1.8633799999999987,-0.1650538453060377,0.40880511937045716,0.25271757025994546,-0.03629838818841339,0.4601704561359515
176,Bacteroides uniformis ATCC 8492,DETA NONOate,100,fit_baranyi_model,0.0,48.0,48.0,0.01863,0.13447,0.03367,0.02719,0.11584,0.01504,0.02719,0.03344,0.01877,0.21079,0.23602,10.91285,46.23638,0.9993,-0.30926,-0.07756000000000002,28.555479999999996,-0.25139,27.917269999999995,-0.5992022457259405,0.11457495337035925,-0.8307342616285155,-0.5702598086649557,-1.8856213626490523
